0.000000000000000000e+00,0.000000000000000000e+00
2.999999999999999889e-02,5.585977377547413081e-02
5.999999999999999778e-02,1.149619570716580164e-01
8.999999999999999667e-02,1.766018372442330620e-01
1.199999999999999956e-01,2.400935899439405885e-01
1.499999999999999944e-01,3.047751655514835400e-01
1.799999999999999933e-01,3.700126835244441637e-01
2.099999999999999922e-01,4.352043249559412463e-01
2.399999999999999911e-01,4.997837185896506496e-01
2.700000000000000178e-01,5.632228202342434153e-01
2.999999999999999889e-01,6.250342899456128309e-01
3.300000000000000155e-01,6.847733754747422630e-01
3.599999999999999867e-01,7.420393142938749298e-01
3.900000000000000133e-01,7.964762699988415795e-01
4.199999999999999845e-01,8.477738220297243998e-01
4.500000000000000111e-01,8.956670304479122935e-01
4.799999999999999822e-01,9.399360999509145387e-01
5.100000000000000089e-01,9.804056693962452940e-01
5.400000000000000355e-01,1.016943754844616299e+00
5.699999999999999512e-01,1.049460375525835598e+00
5.999999999999999778e-01,1.077905893186187125e+00
6.300000000000000044e-01,1.102269096004108162e+00
6.600000000000000311e-01,1.122575058674410986e+00
6.899999999999999467e-01,1.138882810374813426e+00
7.199999999999999734e-01,1.151282842158623643e+00
7.500000000000000000e-01,1.159894484882076027e+00
7.800000000000000266e-01,1.164863188093258728e+00
8.100000000000000533e-01,1.166357729402137888e+00
8.399999999999999689e-01,1.164567382738916468e+00
8.699999999999999956e-01,1.159699072612503823e+00
9.000000000000000222e-01,1.151974540024213844e+00
9.300000000000000488e-01,1.141627544096036395e+00
9.599999999999999645e-01,1.128901121759968484e+00
9.899999999999999911e-01,1.114044926046737771e+00
1.020000000000000018e+00,1.097312661630116093e+00
1.050000000000000044e+00,1.078959634347639751e+00
1.080000000000000071e+00,1.059240429449944010e+00
1.110000000000000098e+00,1.038406731348167966e+00
1.139999999999999902e+00,1.016705295650148777e+00
1.169999999999999929e+00,9.943760823184286668e-01
1.199999999999999956e+00,9.716505568623079458e-01
1.229999999999999982e+00,9.487501646069040895e-01
1.260000000000000009e+00,9.258849812777578681e-01
1.290000000000000036e+00,9.032525414119024765e-01
1.320000000000000062e+00,8.810368444661196285e-01
1.350000000000000089e+00,8.594075369495610683e-01
1.379999999999999893e+00,8.385192674688475289e-01
1.409999999999999920e+00,8.185112102456703065e-01
1.439999999999999947e+00,7.995067514549295540e-01
1.469999999999999973e+00,7.816133316393591990e-01
1.500000000000000000e+00,7.649224364869761095e-01
1.530000000000000027e+00,7.495097274118828201e-01
1.560000000000000053e+00,7.354353026570944474e-01
1.590000000000000080e+00,7.227440790392752890e-01
1.620000000000000107e+00,7.114662839775850456e-01
1.649999999999999911e+00,7.016180470893779164e-01
1.679999999999999938e+00,6.932020803905329931e-01
1.709999999999999964e+00,6.862084360031703856e-01
1.739999999999999991e+00,6.806153302432139673e-01
1.770000000000000018e+00,6.763900230288721893e-01
1.800000000000000044e+00,6.734897417122407415e-01
1.830000000000000071e+00,6.718626386831099140e-01
1.860000000000000098e+00,6.714487724195354890e-01
1.889999999999999902e+00,6.721811020563717154e-01
1.919999999999999929e+00,6.739864860031821170e-01
1.949999999999999956e+00,6.767866756590033006e-01
1.979999999999999982e+00,6.804992958355906563e-01
2.009999999999999787e+00,6.850388041052936083e-01
2.040000000000000036e+00,6.903174219269669898e-01
2.069999999999999840e+00,6.962460310658525886e-01
2.100000000000000089e+00,7.027350295039103134e-01
2.129999999999999893e+00,7.096951417286433417e-01
2.160000000000000142e+00,7.170381789843863762e-01
2.189999999999999947e+00,7.246777457639517195e-01
2.220000000000000195e+00,7.325298895045511127e-01
2.250000000000000000e+00,7.405136911244702969e-01
2.279999999999999805e+00,7.485517946910041909e-01
2.310000000000000053e+00,7.565708751410208377e-01
2.339999999999999858e+00,7.645020435790647051e-01
2.370000000000000107e+00,7.722811902504433945e-01
2.399999999999999911e+00,7.798492658250932852e-01
2.430000000000000160e+00,7.871525021294611957e-01
2.459999999999999964e+00,7.941425739259557748e-01
2.490000000000000213e+00,8.007767037609584415e-01
2.520000000000000018e+00,8.070177122816244442e-01
2.549999999999999822e+00,8.128340167579246600e-01
2.580000000000000071e+00,8.181995808391181457e-01
2.609999999999999876e+00,8.230938188231053942e-01
2.640000000000000124e+00,8.275014579232395917e-01
2.669999999999999929e+00,8.314123621808711118e-01
2.700000000000000178e+00,8.348213217942336284e-01
2.729999999999999982e+00,8.377278117165654070e-01
2.759999999999999787e+00,8.401357234202310176e-01
2.790000000000000036e+00,8.420530737308977720e-01
2.819999999999999840e+00,8.434916946086290501e-01
2.850000000000000089e+00,8.444669076932854734e-01
2.879999999999999893e+00,8.449971873423104407e-01
2.910000000000000142e+00,8.451038157723196331e-01
2.939999999999999947e+00,8.448105337745205334e-01
2.970000000000000195e+00,8.441431903105485191e-01
3.000000000000000000e+00,8.431293941125164171e-01
3.029999999999999805e+00,8.417981702116646980e-01
3.060000000000000053e+00,8.401796241066747939e-01
3.089999999999999858e+00,8.383046160581453243e-01
3.120000000000000107e+00,8.362044477625367733e-01
3.149999999999999911e+00,8.339105634196138928e-01
3.180000000000000160e+00,8.314542669644849893e-01
3.209999999999999964e+00,8.288664569911043944e-01
3.240000000000000213e+00,8.261773806507577422e-01
3.270000000000000018e+00,8.234164075686779549e-01
3.299999999999999822e+00,8.206118245864558736e-01
3.330000000000000071e+00,8.177906519090933912e-01
3.359999999999999876e+00,8.149784810149984793e-01
3.390000000000000124e+00,8.121993344763944744e-01
3.419999999999999929e+00,8.094755476377757386e-01
3.450000000000000178e+00,8.068276719122983165e-01
3.479999999999999982e+00,8.042743992812773079e-01
3.509999999999999787e+00,8.018325074210465031e-01
3.540000000000000036e+00,7.995168247349097035e-01
3.569999999999999840e+00,7.973402144362308208e-01
3.600000000000000089e+00,7.953135767121450872e-01
